(0, 0) => (19, 16) @ (22, 18) == -1
(12, 25) => (13, 26) @ (22, 25) == 1
(13, 26) => (14, 27) @ (22, 26) == 1
(14, 27) => (15, 28) @ (22, 27) == 1
(15, 28) => (16, 29) @ (22, 28) == 1
(16, 29) => (17, 30) @ (22, 29) == 1
(17, 30) => (18, 31) @ (22, 30) == 1
(18, 31) => (19, 32) @ (22, 31) == 1
(19, 32) => (20, 33) @ (22, 32) == 1
(20, 33) => (21, 34) @ (22, 33) == 1
(21, 34) => (20, 35) @ (22, 34) == 1
(20, 35) => (19, 34) @ (22, 35) == -1
(19, 34) => (18, 33) @ (22, 34) == -1
(18, 33) => (17, 32) @ (22, 33) == -1
(17, 32) => (16, 31) @ (22, 32) == -1
(16, 31) => (15, 30) @ (22, 31) == -1
(15, 30) => (14, 29) @ (22, 30) == -1
(14, 29) => (13, 28) @ (22, 29) == -1
(13, 28) => (14, 29) @ (22, 28) == 1
(14, 29) => (15, 30) @ (22, 29) == 1
(15, 30) => (16, 31) @ (22, 30) == 1
(16, 31) => (17, 32) @ (22, 31) == 1
(17, 32) => (18, 33) @ (22, 32) == 1
(18, 33) => (19, 34) @ (22, 33) == 1
(19, 34) => (20, 35) @ (22, 34) == 1
(20, 35) => (21, 34) @ (22, 35) == -1
(21, 34) => (20, 33) @ (22, 34) == -1
(20, 33) => (19, 32) @ (22, 33) == -1
(19, 32) => (18, 31) @ (22, 32) == -1
(18, 31) => (17, 30) @ (22, 31) == -1
(17, 30) => (16, 29) @ (22, 30) == -1
(16, 29) => (15, 28) @ (22, 29) == -1
(15, 28) => (14, 27) @ (22, 28) == -1
(14, 27) => (13, 26) @ (22, 27) == -1
(13, 26) => (12, 25) @ (22, 26) == -1
(12, 25) => (11, 24) @ (22, 25) == -1
(11, 24) => (10, 23) @ (22, 24) == -1
(10, 23) => (9, 22) @ (22, 23) == -1
(9, 22) => (8, 21) @ (22, 22) == -1
(8, 21) => (7, 20) @ (22, 21) == -1
(7, 20) => (6, 19) @ (22, 20) == -1
(6, 19) => (5, 18) @ (22, 19) == -1
(5, 18) => (4, 17) @ (22, 18) == -1
(4, 17) => (3, 16) @ (22, 17) == -1
(3, 16) => (2, 15) @ (22, 16) == -1
(2, 15) => (1, 14) @ (22, 15) == -1
(1, 14) => (2, 13) @ (22, 14) == -1
(2, 13) => (3, 12) @ (22, 13) == -1
(3, 12) => (4, 11) @ (22, 12) == -1
(4, 11) => (5, 10) @ (22, 11) == -1
(5, 10) => (6, 9) @ (22, 10) == -1
(6, 9) => (7, 8) @ (22, 9) == -1
(7, 8) => (8, 7) @ (22, 8) == -1
(8, 7) => (9, 6) @ (22, 7) == -1
(9, 6) => (10, 5) @ (22, 6) == -1
(10, 5) => (11, 4) @ (22, 5) == -1
(11, 4) => (12, 3) @ (22, 4) == -1
(12, 3) => (13, 2) @ (22, 3) == -1
(13, 2) => (14, 1) @ (22, 2) == -1
(14, 1) => (15, 2) @ (22, 1) == 1
(15, 2) => (16, 3) @ (22, 2) == 1
(16, 3) => (17, 4) @ (22, 3) == 1
(17, 4) => (18, 5) @ (22, 4) == 1
(18, 5) => (19, 6) @ (22, 5) == 1
(19, 6) => (20, 7) @ (22, 6) == 1
(20, 7) => (21, 8) @ (22, 7) == 1
(21, 8) => (20, 9) @ (22, 8) == 1
(20, 9) => (19, 10) @ (22, 9) == 1
(19, 10) => (18, 11) @ (22, 10) == 1
(18, 11) => (17, 12) @ (22, 11) == 1
(17, 12) => (16, 13) @ (22, 12) == 1
(16, 13) => (15, 14) @ (22, 13) == 1
(15, 14) => (14, 15) @ (22, 14) == 1
(14, 15) => (13, 16) @ (22, 15) == 1
(13, 16) => (12, 17) @ (22, 16) == 1
(12, 17) => (11, 18) @ (22, 17) == 1
(11, 18) => (10, 19) @ (22, 18) == 1
(10, 19) => (9, 20) @ (22, 19) == 1
(9, 20) => (8, 21) @ (22, 20) == 1
(8, 21) => (7, 22) @ (22, 21) == 1
(7, 22) => (6, 23) @ (22, 22) == 1
(6, 23) => (5, 24) @ (22, 23) == 1
(5, 24) => (4, 25) @ (22, 24) == 1
(4, 25) => (3, 26) @ (22, 25) == 1
(3, 26) => (2, 27) @ (22, 26) == 1
(2, 27) => (1, 28) @ (22, 27) == 1
(1, 28) => (2, 29) @ (22, 28) == 1
(2, 29) => (3, 30) @ (22, 29) == 1
(3, 30) => (4, 31) @ (22, 30) == 1
(4, 31) => (5, 32) @ (22, 31) == 1
(5, 32) => (6, 33) @ (22, 32) == 1
(6, 33) => (7, 34) @ (22, 33) == 1
(7, 34) => (8, 35) @ (22, 34) == 1
(8, 35) => (9, 34) @ (22, 35) == -1
(9, 34) => (10, 33) @ (22, 34) == -1
(10, 33) => (11, 32) @ (22, 33) == -1
(11, 32) => (12, 31) @ (22, 32) == -1
(12, 31) => (13, 30) @ (22, 31) == -1
(13, 30) => (14, 29) @ (22, 30) == -1
(14, 29) => (15, 28) @ (22, 29) == -1
(15, 28) => (16, 27) @ (22, 28) == -1
(16, 27) => (17, 26) @ (22, 27) == -1
(17, 26) => (18, 25) @ (22, 26) == -1
(18, 25) => (19, 24) @ (22, 25) == -1
(19, 24) => (20, 23) @ (22, 24) == -1
(20, 23) => (21, 22) @ (22, 23) == -1
(21, 22) => (20, 21) @ (22, 22) == -1
(20, 21) => (19, 20) @ (22, 21) == -1
(19, 20) => (18, 19) @ (22, 20) == -1
(18, 19) => (17, 18) @ (22, 19) == -1
(17, 18) => (16, 17) @ (22, 18) == -1
(16, 17) => (15, 16) @ (22, 17) == -1
(15, 16) => (14, 15) @ (22, 16) == -1
(14, 15) => (13, 14) @ (22, 15) == -1
(13, 14) => (12, 13) @ (22, 14) == -1
(12, 13) => (11, 12) @ (22, 13) == -1
(11, 12) => (10, 11) @ (22, 12) == -1
(10, 11) => (9, 10) @ (22, 11) == -1
(9, 10) => (8, 9) @ (22, 10) == -1
(8, 9) => (7, 8) @ (22, 9) == -1
(7, 8) => (6, 7) @ (22, 8) == -1
(6, 7) => (5, 6) @ (22, 7) == -1
(5, 6) => (4, 5) @ (22, 6) == -1
(4, 5) => (3, 4) @ (22, 5) == -1
(3, 4) => (2, 3) @ (22, 4) == -1
(2, 3) => (1, 2) @ (22, 3) == -1
(1, 2) => (2, 1) @ (22, 2) == -1
(2, 1) => (3, 2) @ (22, 1) == 1
(3, 2) => (4, 3) @ (22, 2) == 1
(4, 3) => (5, 4) @ (22, 3) == 1
(5, 4) => (6, 5) @ (22, 4) == 1
(6, 5) => (7, 6) @ (22, 5) == 1
(7, 6) => (8, 7) @ (22, 6) == 1
(8, 7) => (9, 8) @ (22, 7) == 1
(9, 8) => (10, 9) @ (22, 8) == 1
(10, 9) => (11, 10) @ (22, 9) == 1
(11, 10) => (12, 11) @ (22, 10) == 1
(12, 11) => (13, 12) @ (22, 11) == 1
(13, 12) => (14, 13) @ (22, 12) == 1
(14, 13) => (15, 14) @ (22, 13) == 1
(15, 14) => (16, 15) @ (22, 14) == 1
(16, 15) => (17, 16) @ (22, 15) == 1
(17, 16) => (18, 17) @ (22, 16) == 1
(18, 17) => (19, 18) @ (22, 17) == 1
(19, 18) => (20, 19) @ (22, 18) == 1
(20, 19) => (21, 20) @ (22, 19) == 1
(21, 20) => (20, 21) @ (22, 20) == 1
(20, 21) => (19, 22) @ (22, 21) == 1
(19, 22) => (18, 23) @ (22, 22) == 1
(18, 23) => (17, 24) @ (22, 23) == 1
(17, 24) => (16, 25) @ (22, 24) == 1
(16, 25) => (15, 26) @ (22, 25) == 1
(15, 26) => (14, 27) @ (22, 26) == 1
(14, 27) => (13, 28) @ (22, 27) == 1
(13, 28) => (12, 29) @ (22, 28) == 1
(12, 29) => (11, 30) @ (22, 29) == 1
(11, 30) => (10, 31) @ (22, 30) == 1
(10, 31) => (9, 32) @ (22, 31) == 1
(9, 32) => (8, 33) @ (22, 32) == 1
(8, 33) => (7, 34) @ (22, 33) == 1
(7, 34) => (6, 35) @ (22, 34) == 1
(6, 35) => (5, 34) @ (22, 35) == -1
(5, 34) => (4, 33) @ (22, 34) == -1
(4, 33) => (3, 32) @ (22, 33) == -1
(3, 32) => (4, 33) @ (22, 32) == 1
(4, 33) => (5, 34) @ (22, 33) == 1
(5, 34) => (6, 35) @ (22, 34) == 1
(6, 35) => (7, 34) @ (22, 35) == -1
(7, 34) => (8, 33) @ (22, 34) == -1
(8, 33) => (9, 32) @ (22, 33) == -1
(9, 32) => (10, 31) @ (22, 32) == -1
(10, 31) => (11, 30) @ (22, 31) == -1
(11, 30) => (12, 29) @ (22, 30) == -1
(12, 29) => (13, 28) @ (22, 29) == -1
(13, 28) => (14, 27) @ (22, 28) == -1
(14, 27) => (15, 26) @ (22, 27) == -1
(15, 26) => (16, 25) @ (22, 26) == -1
(16, 25) => (17, 24) @ (22, 25) == -1
(17, 24) => (18, 23) @ (22, 24) == -1
(18, 23) => (19, 22) @ (22, 23) == -1
(19, 22) => (20, 21) @ (22, 22) == -1
(20, 21) => (21, 20) @ (22, 21) == -1
(21, 20) => (20, 19) @ (22, 20) == -1
(20, 19) => (19, 18) @ (22, 19) == -1
(19, 18) => (18, 17) @ (22, 18) == -1
(18, 17) => (17, 16) @ (22, 17) == -1
(17, 16) => (16, 15) @ (22, 16) == -1
(16, 15) => (15, 14) @ (22, 15) == -1
(15, 14) => (14, 13) @ (22, 14) == -1
(14, 13) => (13, 12) @ (22, 13) == -1
(13, 12) => (12, 11) @ (22, 12) == -1
(12, 11) => (11, 10) @ (22, 11) == -1
(11, 10) => (10, 9) @ (22, 10) == -1
(10, 9) => (9, 8) @ (22, 9) == -1
(9, 8) => (8, 7) @ (22, 8) == -1
(8, 7) => (7, 6) @ (22, 7) == -1
(7, 6) => (6, 5) @ (22, 6) == -1
(6, 5) => (5, 4) @ (22, 5) == -1
(5, 4) => (4, 3) @ (22, 4) == -1
(4, 3) => (3, 2) @ (22, 3) == -1
(3, 2) => (2, 1) @ (22, 2) == -1
(2, 1) => (1, 2) @ (22, 1) == 1
(1, 2) => (2, 3) @ (22, 2) == 1
(2, 3) => (3, 4) @ (22, 3) == 1
(3, 4) => (4, 5) @ (22, 4) == 1
(4, 5) => (5, 6) @ (22, 5) == 1
(5, 6) => (6, 7) @ (22, 6) == 1
(6, 7) => (7, 8) @ (22, 7) == 1
(7, 8) => (8, 9) @ (22, 8) == 1
(8, 9) => (9, 10) @ (22, 9) == 1
(9, 10) => (10, 11) @ (22, 10) == 1
(10, 11) => (11, 12) @ (22, 11) == 1
(11, 12) => (12, 13) @ (22, 12) == 1
(12, 13) => (13, 14) @ (22, 13) == 1
(13, 14) => (14, 15) @ (22, 14) == 1
(14, 15) => (15, 16) @ (22, 15) == 1
(15, 16) => (16, 17) @ (22, 16) == 1
(16, 17) => (17, 18) @ (22, 17) == 1
(17, 18) => (18, 19) @ (22, 18) == 1
(18, 19) => (19, 20) @ (22, 19) == 1
(19, 20) => (20, 21) @ (22, 20) == 1
(20, 21) => (21, 22) @ (22, 21) == 1
(21, 22) => (20, 23) @ (22, 22) == 1
(20, 23) => (19, 24) @ (22, 23) == 1
(19, 24) => (18, 25) @ (22, 24) == 1
(18, 25) => (17, 26) @ (22, 25) == 1
(17, 26) => (16, 27) @ (22, 26) == 1
(16, 27) => (15, 28) @ (22, 27) == 1
(15, 28) => (14, 29) @ (22, 28) == 1
(14, 29) => (13, 30) @ (22, 29) == 1
(13, 30) => (12, 31) @ (22, 30) == 1
(12, 31) => (11, 32) @ (22, 31) == 1
(11, 32) => (10, 33) @ (22, 32) == 1
(10, 33) => (9, 34) @ (22, 33) == 1
(9, 34) => (8, 35) @ (22, 34) == 1
(8, 35) => (7, 34) @ (22, 35) == -1
(7, 34) => (6, 33) @ (22, 34) == -1
(6, 33) => (5, 32) @ (22, 33) == -1
(5, 32) => (4, 31) @ (22, 32) == -1
(4, 31) => (3, 30) @ (22, 31) == -1
(3, 30) => (2, 29) @ (22, 30) == -1
(2, 29) => (1, 28) @ (22, 29) == -1
(1, 28) => (2, 27) @ (22, 28) == -1
(2, 27) => (3, 26) @ (22, 27) == -1
(3, 26) => (4, 25) @ (22, 26) == -1
(4, 25) => (5, 24) @ (22, 25) == -1
(5, 24) => (6, 23) @ (22, 24) == -1
(6, 23) => (7, 22) @ (22, 23) == -1
(7, 22) => (8, 21) @ (22, 22) == -1
(8, 21) => (9, 20) @ (22, 21) == -1
(9, 20) => (10, 19) @ (22, 20) == -1
(10, 19) => (11, 18) @ (22, 19) == -1
(11, 18) => (12, 17) @ (22, 18) == -1
(12, 17) => (13, 16) @ (22, 17) == -1
(13, 16) => (14, 15) @ (22, 16) == -1
(14, 15) => (15, 14) @ (22, 15) == -1
(15, 14) => (16, 13) @ (22, 14) == -1
(16, 13) => (17, 12) @ (22, 13) == -1
(17, 12) => (18, 11) @ (22, 12) == -1
(18, 11) => (19, 10) @ (22, 11) == -1
(19, 10) => (20, 9) @ (22, 10) == -1
(20, 9) => (21, 8) @ (22, 9) == -1
(21, 8) => (20, 7) @ (22, 8) == -1
(20, 7) => (19, 6) @ (22, 7) == -1
(19, 6) => (18, 5) @ (22, 6) == -1
(18, 5) => (17, 4) @ (22, 5) == -1
(17, 4) => (16, 3) @ (22, 4) == -1
(16, 3) => (15, 2) @ (22, 3) == -1
(15, 2) => (14, 1) @ (22, 2) == -1
(14, 1) => (13, 2) @ (22, 1) == 1
(13, 2) => (12, 3) @ (22, 2) == 1
(12, 3) => (11, 4) @ (22, 3) == 1
(11, 4) => (10, 5) @ (22, 4) == 1
(10, 5) => (9, 6) @ (22, 5) == 1
(9, 6) => (8, 7) @ (22, 6) == 1
(8, 7) => (7, 8) @ (22, 7) == 1
(7, 8) => (6, 9) @ (22, 8) == 1
(6, 9) => (5, 10) @ (22, 9) == 1
(5, 10) => (4, 11) @ (22, 10) == 1
(4, 11) => (3, 12) @ (22, 11) == 1
(3, 12) => (2, 13) @ (22, 12) == 1
(2, 13) => (1, 14) @ (22, 13) == 1
(1, 14) => (2, 15) @ (22, 14) == 1
(2, 15) => (3, 16) @ (22, 15) == 1
(3, 16) => (4, 17) @ (22, 16) == 1
(4, 17) => (5, 18) @ (22, 17) == 1
(5, 18) => (6, 19) @ (22, 18) == 1
(6, 19) => (7, 20) @ (22, 19) == 1
(7, 20) => (8, 21) @ (22, 20) == 1
(8, 21) => (9, 22) @ (22, 21) == 1
(9, 22) => (10, 23) @ (22, 22) == 1
(10, 23) => (11, 24) @ (22, 23) == 1
(11, 24) => (12, 25) @ (22, 24) == 1
(12, 25) => (13, 26) @ (22, 25) == 1
(13, 26) => (14, 27) @ (22, 26) == 1
(14, 27) => (15, 28) @ (22, 27) == 1
(15, 28) => (16, 29) @ (22, 28) == 1
(16, 29) => (17, 30) @ (22, 29) == 1
(17, 30) => (18, 31) @ (22, 30) == 1
(18, 31) => (19, 32) @ (22, 31) == 1
(19, 32) => (20, 33) @ (22, 32) == 1
(20, 33) => (21, 34) @ (22, 33) == 1
(21, 34) => (20, 35) @ (22, 34) == 1
(20, 35) => (19, 34) @ (22, 35) == -1
(19, 34) => (18, 33) @ (22, 34) == -1
(18, 33) => (17, 32) @ (22, 33) == -1
(17, 32) => (16, 31) @ (22, 32) == -1
(16, 31) => (15, 30) @ (22, 31) == -1
(15, 30) => (14, 29) @ (22, 30) == -1
(14, 29) => (13, 28) @ (22, 29) == -1
(13, 28) => (12, 27) @ (22, 28) == -1
(12, 27) => (11, 26) @ (22, 27) == -1
(11, 26) => (10, 25) @ (22, 26) == -1
(10, 25) => (9, 24) @ (22, 25) == -1
(9, 24) => (8, 23) @ (22, 24) == -1
(8, 23) => (7, 22) @ (22, 23) == -1
(7, 22) => (6, 21) @ (22, 22) == -1
(6, 21) => (5, 20) @ (22, 21) == -1
(5, 20) => (4, 19) @ (22, 20) == -1
(4, 19) => (3, 18) @ (22, 19) == -1
(3, 18) => (2, 17) @ (22, 18) == -1
(2, 17) => (1, 16) @ (22, 17) == -1
(1, 16) => (2, 15) @ (22, 16) == -1
(2, 15) => (3, 14) @ (22, 15) == -1
(3, 14) => (4, 13) @ (22, 14) == -1
(4, 13) => (5, 12) @ (22, 13) == -1
(5, 12) => (6, 11) @ (22, 12) == -1
(6, 11) => (7, 10) @ (22, 11) == -1
(7, 10) => (8, 9) @ (22, 10) == -1
(8, 9) => (9, 8) @ (22, 9) == -1
(9, 8) => (10, 7) @ (22, 8) == -1
(10, 7) => (11, 6) @ (22, 7) == -1
(11, 6) => (12, 5) @ (22, 6) == -1
(12, 5) => (13, 4) @ (22, 5) == -1
(13, 4) => (14, 3) @ (22, 4) == -1
(14, 3) => (15, 2) @ (22, 3) == -1
(15, 2) => (16, 1) @ (22, 2) == -1
(16, 1) => (17, 2) @ (22, 1) == 1
(17, 2) => (18, 3) @ (22, 2) == 1
(18, 3) => (19, 4) @ (22, 3) == 1
(19, 4) => (20, 5) @ (22, 4) == 1
(20, 5) => (21, 6) @ (22, 5) == 1
(21, 6) => (20, 7) @ (22, 6) == 1
(20, 7) => (19, 8) @ (22, 7) == 1
(19, 8) => (18, 9) @ (22, 8) == 1
(18, 9) => (17, 10) @ (22, 9) == 1
(17, 10) => (16, 11) @ (22, 10) == 1
(16, 11) => (15, 12) @ (22, 11) == 1
(15, 12) => (14, 13) @ (22, 12) == 1
(14, 13) => (13, 14) @ (22, 13) == 1
(13, 14) => (12, 15) @ (22, 14) == 1
(12, 15) => (11, 16) @ (22, 15) == 1
(11, 16) => (10, 17) @ (22, 16) == 1
(10, 17) => (9, 18) @ (22, 17) == 1
(9, 18) => (8, 19) @ (22, 18) == 1
(8, 19) => (7, 20) @ (22, 19) == 1
(7, 20) => (6, 21) @ (22, 20) == 1
(6, 21) => (5, 22) @ (22, 21) == 1
(5, 22) => (4, 23) @ (22, 22) == 1
(4, 23) => (3, 24) @ (22, 23) == 1
(3, 24) => (2, 25) @ (22, 24) == 1
(2, 25) => (1, 26) @ (22, 25) == 1
(1, 26) => (2, 27) @ (22, 26) == 1
(2, 27) => (3, 28) @ (22, 27) == 1
(3, 28) => (2, 27) @ (22, 28) == -1
(2, 27) => (1, 26) @ (22, 27) == -1
(1, 26) => (2, 25) @ (22, 26) == -1
(2, 25) => (3, 24) @ (22, 25) == -1
(3, 24) => (4, 23) @ (22, 24) == -1
(4, 23) => (5, 22) @ (22, 23) == -1
(5, 22) => (6, 21) @ (22, 22) == -1
(6, 21) => (7, 20) @ (22, 21) == -1
(7, 20) => (8, 19) @ (22, 20) == -1
(8, 19) => (9, 18) @ (22, 19) == -1
(9, 18) => (10, 17) @ (22, 18) == -1
(10, 17) => (11, 16) @ (22, 17) == -1
(11, 16) => (12, 15) @ (22, 16) == -1
(12, 15) => (13, 14) @ (22, 15) == -1
(13, 14) => (14, 13) @ (22, 14) == -1
(14, 13) => (15, 12) @ (22, 13) == -1
(15, 12) => (16, 11) @ (22, 12) == -1
(16, 11) => (17, 10) @ (22, 11) == -1
(17, 10) => (18, 9) @ (22, 10) == -1
(18, 9) => (19, 8) @ (22, 9) == -1
(19, 8) => (20, 7) @ (22, 8) == -1
(20, 7) => (21, 6) @ (22, 7) == -1
(21, 6) => (20, 5) @ (22, 6) == -1
(20, 5) => (19, 4) @ (22, 5) == -1
(19, 4) => (18, 3) @ (22, 4) == -1
(18, 3) => (17, 2) @ (22, 3) == -1
(17, 2) => (16, 1) @ (22, 2) == -1
(16, 1) => (15, 2) @ (22, 1) == 1
(15, 2) => (14, 3) @ (22, 2) == 1
(14, 3) => (13, 4) @ (22, 3) == 1
(13, 4) => (12, 5) @ (22, 4) == 1
(12, 5) => (11, 6) @ (22, 5) == 1
(11, 6) => (10, 7) @ (22, 6) == 1
(10, 7) => (9, 8) @ (22, 7) == 1
(9, 8) => (8, 9) @ (22, 8) == 1
(8, 9) => (7, 10) @ (22, 9) == 1
(7, 10) => (6, 11) @ (22, 10) == 1
(6, 11) => (5, 12) @ (22, 11) == 1
(5, 12) => (4, 13) @ (22, 12) == 1
(4, 13) => (3, 14) @ (22, 13) == 1
(3, 14) => (2, 15) @ (22, 14) == 1
(2, 15) => (1, 16) @ (22, 15) == 1
(1, 16) => (2, 17) @ (22, 16) == 1
(2, 17) => (3, 18) @ (22, 17) == 1
(3, 18) => (4, 19) @ (22, 18) == 1
(4, 19) => (5, 20) @ (22, 19) == 1
(5, 20) => (6, 21) @ (22, 20) == 1
(6, 21) => (7, 22) @ (22, 21) == 1
(7, 22) => (8, 23) @ (22, 22) == 1
(8, 23) => (9, 24) @ (22, 23) == 1
(9, 24) => (10, 25) @ (22, 24) == 1
(10, 25) => (11, 26) @ (22, 25) == 1
(11, 26) => (12, 27) @ (22, 26) == 1
(12, 27) => (13, 28) @ (22, 27) == 1
(13, 28) => (14, 29) @ (22, 28) == 1
(14, 29) => (15, 30) @ (22, 29) == 1
(15, 30) => (16, 31) @ (22, 30) == 1
(16, 31) => (17, 32) @ (22, 31) == 1
(17, 32) => (18, 33) @ (22, 32) == 1
(18, 33) => (19, 34) @ (22, 33) == 1
(19, 34) => (20, 35) @ (22, 34) == 1
(20, 35) => (21, 34) @ (22, 35) == -1
(21, 34) => (20, 33) @ (22, 34) == -1
(20, 33) => (19, 32) @ (22, 33) == -1
(19, 32) => (18, 31) @ (22, 32) == -1
(18, 31) => (17, 30) @ (22, 31) == -1
(17, 30) => (16, 29) @ (22, 30) == -1
(16, 29) => (15, 28) @ (22, 29) == -1
(15, 28) => (14, 27) @ (22, 28) == -1
(14, 27) => (13, 26) @ (22, 27) == -1
(13, 26) => (12, 25) @ (22, 26) == -1
(12, 25) => (11, 24) @ (22, 25) == -1
(11, 24) => (10, 23) @ (22, 24) == -1
(10, 23) => (9, 22) @ (22, 23) == -1
(9, 22) => (8, 21) @ (22, 22) == -1
(8, 21) => (7, 20) @ (22, 21) == -1
(7, 20) => (6, 19) @ (22, 20) == -1
(6, 19) => (5, 18) @ (22, 19) == -1
(5, 18) => (4, 17) @ (22, 18) == -1
(4, 17) => (3, 16) @ (22, 17) == -1
(3, 16) => (2, 15) @ (22, 16) == -1
(2, 15) => (1, 14) @ (22, 15) == -1
(1, 14) => (2, 13) @ (22, 14) == -1
(2, 13) => (3, 12) @ (22, 13) == -1
(3, 12) => (4, 11) @ (22, 12) == -1
(4, 11) => (5, 10) @ (22, 11) == -1
(5, 10) => (6, 9) @ (22, 10) == -1
(6, 9) => (7, 8) @ (22, 9) == -1
(7, 8) => (8, 7) @ (22, 8) == -1
(8, 7) => (9, 6) @ (22, 7) == -1
(9, 6) => (10, 5) @ (22, 6) == -1
(10, 5) => (11, 4) @ (22, 5) == -1
(11, 4) => (12, 3) @ (22, 4) == -1
(12, 3) => (13, 2) @ (22, 3) == -1
(13, 2) => (14, 1) @ (22, 2) == -1
(14, 1) => (15, 2) @ (22, 1) == 1
(15, 2) => (16, 3) @ (22, 2) == 1
(16, 3) => (17, 4) @ (22, 3) == 1
(17, 4) => (18, 5) @ (22, 4) == 1
(18, 5) => (19, 6) @ (22, 5) == 1
(19, 6) => (20, 7) @ (22, 6) == 1
(20, 7) => (21, 8) @ (22, 7) == 1
(21, 8) => (20, 9) @ (22, 8) == 1
(20, 9) => (19, 10) @ (22, 9) == 1
(19, 10) => (18, 11) @ (22, 10) == 1
(18, 11) => (17, 12) @ (22, 11) == 1
(17, 12) => (16, 13) @ (22, 12) == 1
(16, 13) => (15, 14) @ (22, 13) == 1
(15, 14) => (14, 15) @ (22, 14) == 1
(14, 15) => (13, 16) @ (22, 15) == 1
(13, 16) => (12, 17) @ (22, 16) == 1
(12, 17) => (11, 18) @ (22, 17) == 1
(11, 18) => (10, 19) @ (22, 18) == 1
(10, 19) => (9, 20) @ (22, 19) == 1
(9, 20) => (8, 21) @ (22, 20) == 1
(8, 21) => (7, 22) @ (22, 21) == 1
(7, 22) => (6, 23) @ (22, 22) == 1
(6, 23) => (5, 24) @ (22, 23) == 1
(5, 24) => (4, 25) @ (22, 24) == 1
(4, 25) => (3, 26) @ (22, 25) == 1
(3, 26) => (2, 27) @ (22, 26) == 1
(2, 27) => (1, 28) @ (22, 27) == 1
(1, 28) => (2, 29) @ (22, 28) == 1
(2, 29) => (3, 30) @ (22, 29) == 1
(3, 30) => (4, 31) @ (22, 30) == 1
(4, 31) => (5, 32) @ (22, 31) == 1
(5, 32) => (6, 33) @ (22, 32) == 1
(6, 33) => (7, 34) @ (22, 33) == 1
(7, 34) => (8, 35) @ (22, 34) == 1
(8, 35) => (9, 34) @ (22, 35) == -1
(9, 34) => (10, 33) @ (22, 34) == -1
(10, 33) => (11, 32) @ (22, 33) == -1
(11, 32) => (12, 31) @ (22, 32) == -1
(12, 31) => (13, 30) @ (22, 31) == -1
(13, 30) => (14, 29) @ (22, 30) == -1
(14, 29) => (15, 28) @ (22, 29) == -1
(15, 28) => (16, 27) @ (22, 28) == -1
(16, 27) => (17, 26) @ (22, 27) == -1
(17, 26) => (18, 25) @ (22, 26) == -1
(18, 25) => (19, 24) @ (22, 25) == -1
(19, 24) => (20, 23) @ (22, 24) == -1
(20, 23) => (21, 22) @ (22, 23) == -1
(21, 22) => (20, 21) @ (22, 22) == -1
(20, 21) => (19, 20) @ (22, 21) == -1
(19, 20) => (18, 19) @ (22, 20) == -1
(18, 19) => (17, 18) @ (22, 19) == -1
(17, 18) => (16, 17) @ (22, 18) == -1
(16, 17) => (15, 16) @ (22, 17) == -1
(15, 16) => (14, 15) @ (22, 16) == -1
(14, 15) => (13, 14) @ (22, 15) == -1
(13, 14) => (12, 13) @ (22, 14) == -1
(12, 13) => (11, 12) @ (22, 13) == -1
(11, 12) => (10, 11) @ (22, 12) == -1
(10, 11) => (9, 10) @ (22, 11) == -1
(9, 10) => (8, 9) @ (22, 10) == -1
(8, 9) => (7, 8) @ (22, 9) == -1
(7, 8) => (6, 7) @ (22, 8) == -1
(6, 7) => (5, 6) @ (22, 7) == -1
(5, 6) => (4, 5) @ (22, 6) == -1
(4, 5) => (3, 4) @ (22, 5) == -1
(3, 4) => (2, 3) @ (22, 4) == -1
(2, 3) => (1, 2) @ (22, 3) == -1
(1, 2) => (2, 1) @ (22, 2) == -1
(2, 1) => (3, 2) @ (22, 1) == 1
(3, 2) => (4, 3) @ (22, 2) == 1
(4, 3) => (5, 4) @ (22, 3) == 1
(5, 4) => (6, 5) @ (22, 4) == 1
(6, 5) => (7, 6) @ (22, 5) == 1
(7, 6) => (8, 7) @ (22, 6) == 1
(8, 7) => (9, 8) @ (22, 7) == 1
(9, 8) => (10, 9) @ (22, 8) == 1
(10, 9) => (11, 10) @ (22, 9) == 1
(11, 10) => (12, 11) @ (22, 10) == 1
(12, 11) => (13, 12) @ (22, 11) == 1
(13, 12) => (14, 13) @ (22, 12) == 1
(14, 13) => (15, 14) @ (22, 13) == 1
(15, 14) => (16, 15) @ (22, 14) == 1
(16, 15) => (17, 16) @ (22, 15) == 1
(17, 16) => (18, 17) @ (22, 16) == 1
(18, 17) => (19, 18) @ (22, 17) == 1
(19, 18) => (20, 19) @ (22, 18) == 1
(20, 19) => (21, 20) @ (22, 19) == 1
(21, 20) => (20, 21) @ (22, 20) == 1
(20, 21) => (19, 22) @ (22, 21) == 1
(19, 22) => (18, 23) @ (22, 22) == 1
(18, 23) => (17, 24) @ (22, 23) == 1
(17, 24) => (16, 25) @ (22, 24) == 1
(16, 25) => (15, 26) @ (22, 25) == 1
(15, 26) => (14, 27) @ (22, 26) == 1
(14, 27) => (13, 28) @ (22, 27) == 1
(13, 28) => (12, 29) @ (22, 28) == 1
(12, 29) => (11, 30) @ (22, 29) == 1
(11, 30) => (10, 31) @ (22, 30) == 1
(10, 31) => (9, 32) @ (22, 31) == 1
(9, 32) => (8, 33) @ (22, 32) == 1
(8, 33) => (7, 34) @ (22, 33) == 1
